Species	6785	7135	5664	7296	6282	6733	6148	TC03G002530	AT5G08530	TC03G001430	5842	5913	5477	7583	TC00G083870	5449	5821	AT3G02760	6265	6620	6527	7021	TC05G005750	6274	6393	AT5G13030	NM_124699.3	5260	6859	7363	AT5G21070	6914	5816	5614	6363	5634	NM_179236.3	5335	4724	6398	TC09G026260	TC00G047210	AT3G59040	TC01G002420	6779	KT377118.1	KT377126.1	TC05G029300	5699	5034	6641	5116	5220	7141	TC02G009310	6238	6705	6563	6732	5536	5841	5870	4890	6299	5326	AT3G53700	TC08G013000	5772	5318	6782	6955	6004	4796	6954	5926	AT4G15420	6226	AT5G02860	5791	TC04G030490	AT4G00740	TC01G033670	6679	6056	5347	4757	AT3G46610	AT5G13520	5333	6198	5163	7111	7628	AT3G10150	AT3G56940	7136	TC02G004290	5328	5918	5703	6164	5090	5454	5273	7174	6533	AT4G33945	4802	AT5G55960	5339	5919	5366	6552	7367	6460	5981	5802	6459	6969	6098	6979	5857	5977	5489	6946	5936	6064	5355	6506	5463	5594	6387	6221	4793	6797	4942	6270	6913	6854	7128	TC04G019470	TC07G000920	TC06G006880	AT3G54690	5644	5968	AT3G04880	TC09G007890	5656	TC02G024400	5296	5733	6538	6933	TC01G007130	6227	6034	6457	6540	TC02G003180	5426	6958	6366	AT2G31240	5354	5849	6072	7194	5770	AT4G38890	KT377078.1	6041	6962	5206	6500	6550	5910	5942	5596	TC09G017950	6792	6860	AT3G54090	6110	TC01G021540	5865	AT1G52310	AT5G57930	6893	6150	6450	5945	AT1G02020	TC05G022880	TC01G032610	5162	5406	NM_113708.2	TC04G026920	6383	AT5G64370	KT377086.1	5940	6570	4992	AT5G50280	6048	6978	7336	TC09G010970	6531	TC09G009480	NM_001198514.1	NM_148067.4	TC05G027690	TC02G026940	KT377070.1	5941	5949	7028	KT377102.1	6130	6977	6483	6439	6036	6406	AT5G13630	6320	5427	5639	AT5G40440	4954	AT1G65380	AT3G56460	6051	5348	AT4G39520	AJ133743.1	TC04G028160	5428	7325	TC02G006310	5434	6947	5343	6909	AT3G26782	6379	6407	TC01G005310	6865	4951	6528	TC04G030670	5138	7572	AT5G13400	TC06G016050	5264	5531	6667	6875	AT2G35790	AT1G17160	4806	7024	6924	TC09G026350	TC09G025650	TC03G025580	6713	TC01G019250	TC06G020780	TC09G004790	5815	6492	TC05G003200	6882	6995	7331	TC03G023900	6639	TC05G024510	5859	6848	AT1G48520	6114	4932	7273	5980	6565	5104	6284	6412	5893	6825	6000	5064	5398	5464	6494	TC01G040040	6448	6488	KT377094.1	5421	5177	TC01G019030	AT2G33630	5716	6378	5271	6636	6532	5032	6507	5460	4848	5702	6139	6864	6631	7333	7371	6544	6557	7602	6050	6487	5866	6405	AT2G35130	TC03G010340	4744	6601	6175	6318	TC07G011130	5578	4889	7029	TC05G008010	5554	AT5G23940	5843	TC06G011670	TC09G034320	TC04G015820	4471	5960	7324	5123	5933	6401	7577	TC03G012430	AT2G01650	6119	TC02G023190	5188	6780	5599	5958	6447	6216	6791	6430	5990	AT3G24190	6420	AT1G63680	5513	6883	4691	5469	TC03G028600	5660	7241	7279	TC07G000500
FMN_104807_P003_WB08	72	438	642	0	270	0	396	1089	1413	789	0	504	627	0	2559	1083	0	2361	0	0	663	534	1251	0	0	1437	159	0	456	0	669	375	414	543	339	0	1494	270	684	378	795	0	1032	1296	0	1200	726	2001	843	0	336	1020	297	0	687	735	228	699	0	0	882	381	0	0	1509	1272	1038	0	564	330	327	804	0	306	414	1413	168	1791	351	1140	1467	930	84	156	219	573	1659	1833	0	0	528	0	0	990	1209	408	660	441	0	0	345	267	1173	744	0	540	852	453	1938	477	642	192	0	0	891	375	267	765	0	1353	813	288	0	114	0	936	0	0	246	387	573	621	546	0	546	453	0	906	522	1245	777	1308	1317	1023	354	90	918	1566	0	1215	0	0	0	0	1362	591	0	0	0	1137	1464	402	0	1521	0	378	0	0	0	1371	351	987	294	507	876	267	345	600	1485	1962	507	318	1269	321	1254	0	1560	1167	0	0	384	780	1599	891	948	795	2160	354	1200	0	1110	903	0	519	870	1944	0	405	441	774	591	1296	2262	810	1266	1359	795	531	0	294	408	519	132	0	507	1287	0	4146	258	318	738	882	1080	906	1044	1197	0	705	1008	870	0	0	585	1053	0	687	540	1437	0	0	1161	363	0	384	1116	363	618	1857	822	1503	354	843	1311	564	726	0	159	0	1113	681	1980	0	1722	891	792	360	528	600	0	0	174	768	552	1635	621	399	792	0	837	0	561	0	0	1377	0	564	0	609	0	972	408	1212	1284	204	0	360	141	0	942	1431	873	321	0	0	252	0	0	0	1227	672	924	0	0	771	0	1644	0	435	306	1062	0	0	1191	954	0	0	1281	0	726	186	0	159	1986	558	1047	0	1572	1389	2049	381	0	675	0	645	0	0	1404	1395	1407	1188	0	0	0	360	342	222	0	159	207	930	339	2253	366	423	474	702	648	0	0	0	1617
FMN_104807_P003_WB10	72	438	606	0	363	0	387	1071	1458	792	213	657	627	0	2586	1089	0	2361	0	669	624	528	1263	306	0	1578	159	0	501	0	582	399	0	537	543	0	1488	213	690	378	867	0	1185	807	0	1233	804	1833	726	0	399	549	297	0	687	495	222	684	0	0	957	381	0	0	1509	1272	1038	0	564	432	327	888	0	648	414	1413	168	1791	501	1206	1689	930	84	252	219	561	1659	1833	0	0	528	0	0	990	1209	411	657	474	201	0	351	441	1392	756	483	570	975	546	1938	549	642	192	0	0	975	0	267	765	0	1452	816	288	0	165	0	978	0	0	0	435	648	585	546	0	501	453	0	954	522	1242	777	1305	1317	1038	399	90	918	1566	0	1215	0	0	0	288	1362	591	0	0	0	1173	1551	594	0	1620	0	315	0	0	0	1431	351	987	294	507	1380	267	345	600	1485	1959	507	372	1269	321	1254	0	1503	1173	0	0	429	780	1599	903	903	792	1623	354	1173	0	1173	972	567	519	954	1944	0	0	0	690	591	1296	2262	993	1122	1359	864	696	303	402	408	471	210	162	510	1425	0	4155	441	381	741	837	1059	906	1029	1197	0	765	1005	870	0	0	585	1053	0	711	540	1437	0	0	1155	363	0	384	1215	276	618	1857	822	1503	420	870	1311	564	879	0	174	0	1188	681	1863	0	1719	945	747	648	528	600	0	0	222	741	567	1635	621	399	843	0	807	252	633	0	0	1251	0	609	180	609	0	978	264	1263	1491	204	465	285	141	0	942	1434	1323	321	0	0	252	0	0	0	1617	609	924	0	0	768	0	948	0	534	261	1008	0	459	1191	951	0	225	1302	0	732	204	0	216	1986	543	1299	0	1581	1389	2049	396	0	693	0	792	0	0	1410	1395	1407	1188	459	0	0	360	300	285	0	159	207	930	375	2151	366	483	474	819	648	0	0	0	1539
FMN_104807_P003_WC01	72	369	462	0	270	0	198	1038	1437	789	0	549	627	0	2571	669	0	2361	0	438	402	327	1203	225	0	1548	159	0	333	0	519	375	303	360	423	0	1488	168	684	378	795	282	1032	525	0	906	684	1230	675	339	336	825	297	0	687	735	228	558	0	0	882	381	0	0	1485	1272	990	0	318	330	327	669	0	333	339	1413	168	1467	444	1299	1329	888	150	93	219	438	1659	1833	0	0	477	0	0	978	1209	414	654	441	186	0	345	267	1173	678	0	570	837	399	1938	396	642	69	0	0	849	0	267	495	0	1464	813	288	0	0	0	864	0	0	231	390	537	567	492	0	357	300	0	633	288	948	768	1299	1317	1023	354	90	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	1542	261	0	1521	0	231	0	0	0	1317	318	987	252	357	1308	267	345	600	1491	1962	507	264	1269	321	1212	0	1503	834	0	0	447	780	1599	756	849	711	1545	354	1101	0	1110	819	399	519	708	1944	0	345	381	771	591	1296	2262	891	1122	1359	723	357	192	276	408	303	132	117	507	1020	0	2037	171	264	597	741	1080	903	972	1197	0	678	1002	870	315	0	585	1053	0	711	540	1437	0	0	939	363	0	384	1215	363	618	1857	822	1503	264	777	1311	564	726	0	159	0	1149	681	1911	0	1722	732	747	477	528	600	0	0	174	738	450	1635	621	375	723	0	657	252	606	0	0	714	0	396	180	609	0	933	336	1209	1164	165	360	204	114	0	942	1407	849	543	0	0	207	0	0	0	1347	324	924	0	0	768	0	777	0	423	303	1062	0	264	1191	924	0	210	1281	0	705	204	0	138	1986	564	891	0	1470	1389	2049	324	0	639	0	546	0	0	1410	1395	1407	1188	174	0	252	360	276	222	0	132	225	930	339	2184	264	423	366	834	648	0	0	0	1317
FMN_104807_P003_WC03	72	420	468	0	270	0	138	1017	1428	792	0	525	474	0	2571	669	0	2361	111	357	342	357	1179	285	0	1437	159	0	255	0	519	375	309	183	0	0	1371	84	651	225	660	0	1032	1083	0	906	684	1230	558	0	414	792	297	0	687	330	228	513	0	0	807	381	0	0	1290	1272	990	0	288	336	327	669	0	348	324	1413	168	1524	270	954	1368	882	84	93	219	531	1659	1833	0	0	417	0	0	978	1206	414	660	441	201	0	345	267	921	585	0	444	825	441	1938	396	642	69	0	0	807	189	255	489	0	1353	744	288	0	114	0	831	0	0	0	366	411	369	477	0	252	300	0	633	444	585	777	1293	1317	1023	354	78	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1032	1395	261	0	1521	0	231	0	0	0	1389	318	987	252	324	732	267	345	600	1521	1962	441	264	1269	321	888	0	1503	834	0	0	384	780	1599	822	966	738	798	351	1092	0	1101	720	0	519	873	1944	0	258	423	693	555	1296	2262	717	1149	1359	705	345	249	276	408	306	0	117	450	1020	0	1881	297	273	483	666	993	903	951	1116	0	705	1002	870	0	0	585	1038	0	687	483	1437	0	0	1017	363	0	384	1215	375	618	1857	822	1395	264	684	1311	564	726	0	159	0	999	681	1623	0	1722	723	747	243	528	600	0	0	174	741	264	1635	621	285	624	0	660	0	507	0	0	714	0	450	0	609	0	786	156	1119	1164	165	246	204	141	0	942	1431	681	321	0	0	210	0	0	0	1011	324	825	0	0	771	0	678	0	372	228	999	0	0	1191	936	0	135	1191	0	579	204	0	159	1986	504	891	0	1479	1389	2049	324	0	600	0	579	0	0	1404	1395	1407	1188	0	0	0	360	273	222	0	132	207	930	339	2184	360	423	396	834	648	0	0	0	1356
FMN_104811_P001_WB07	0	462	327	0	0	0	162	1173	1455	831	0	0	474	0	2574	675	369	2361	0	435	540	315	1161	0	0	1437	168	0	0	0	519	381	0	0	0	0	1386	0	489	378	579	0	705	1194	0	1023	489	1584	741	0	468	174	297	0	684	0	294	540	0	0	372	306	0	0	1299	1272	990	0	201	342	288	666	0	645	279	1416	132	1413	300	1089	1299	933	153	183	219	0	1407	1833	0	0	690	0	0	990	954	411	675	438	0	0	351	252	1035	225	0	483	858	579	1944	441	549	69	0	0	834	0	267	672	0	1176	813	288	0	0	0	876	0	0	0	387	528	624	348	396	0	453	0	816	288	567	777	1305	1164	693	354	0	900	1320	294	1215	0	0	0	0	1170	591	0	0	0	1092	1422	0	0	1659	0	285	0	0	0	1434	318	1005	252	450	582	267	468	600	1776	1971	507	261	1347	342	636	414	543	834	0	276	411	429	1479	756	516	753	1065	351	1161	0	1104	723	0	519	747	1995	0	270	0	804	591	1431	2259	558	747	1359	630	498	0	246	270	216	0	0	507	1206	0	3669	246	222	597	837	834	942	948	1200	0	756	975	870	0	0	585	672	0	711	615	1437	0	0	969	363	0	420	1173	0	612	1857	828	1395	231	681	1164	564	921	0	0	342	1158	627	1629	0	1272	729	609	261	429	540	0	0	0	921	540	1635	615	402	630	0	837	0	474	0	0	714	306	486	186	450	0	972	0	765	1020	0	408	285	141	0	885	1431	510	372	327	0	210	0	0	0	810	366	924	0	0	747	0	561	0	291	0	891	0	0	696	924	0	0	1179	204	612	177	0	210	2004	549	1068	0	1194	1389	2049	210	0	456	120	645	0	0	1137	1347	1611	1188	273	0	0	351	0	165	0	0	207	996	339	2184	279	483	0	441	648	504	0	0	1335
FMN_104811_P001_WG11	0	186	135	0	270	0	0	1050	1443	807	132	303	477	0	2565	972	0	2361	0	354	297	207	1212	0	0	1380	168	0	231	0	519	288	0	0	201	0	1473	84	474	225	579	504	1305	498	0	903	636	1830	627	0	333	480	297	0	687	495	231	513	0	0	372	180	0	0	1443	1155	993	225	195	252	327	669	0	0	246	1413	168	1521	120	1161	1128	867	0	132	219	177	1659	1803	0	0	405	0	0	990	882	402	657	411	0	0	351	264	993	129	0	135	309	363	1938	330	642	69	0	0	723	0	267	537	0	1059	789	288	0	0	0	762	0	0	285	306	648	693	375	0	0	270	0	633	243	468	777	828	1317	660	333	120	909	1569	0	1212	0	0	0	0	1362	303	0	0	0	1032	1095	390	0	1569	0	171	0	0	0	1131	318	939	252	255	471	267	357	600	546	1956	414	207	1347	342	261	0	1503	1167	0	0	0	426	1632	789	699	633	1761	354	819	0	996	597	0	519	624	1998	0	372	0	564	486	1431	2262	585	927	1359	708	339	249	252	270	324	0	300	450	1020	0	3945	222	243	597	666	993	432	807	1197	0	552	993	870	0	189	450	1050	0	711	351	1437	0	0	852	363	0	378	954	0	615	1857	825	870	255	597	1311	558	726	0	0	282	966	681	1626	0	1722	399	663	345	387	603	0	0	0	681	150	1635	621	264	618	0	519	156	495	0	0	714	0	558	180	129	0	573	0	399	951	156	120	285	141	0	948	1434	420	108	0	0	210	0	0	87	663	324	459	0	0	759	0	783	0	384	0	1008	0	0	804	876	0	0	1149	0	579	204	0	231	1977	447	1101	0	1302	1389	2049	120	0	420	0	792	0	0	822	1320	1407	1182	255	0	0	360	0	0	0	0	207	930	339	2016	255	423	255	438	648	465	270	0	1353
FMN_104811_P003_WA09	72	474	306	0	342	0	213	1077	1458	831	147	588	627	0	2586	1119	0	1230	0	438	666	534	1260	324	0	1710	159	0	0	0	669	399	0	0	423	0	1371	54	690	225	795	0	984	1293	291	1149	987	2007	378	0	336	624	297	0	672	711	228	645	0	0	396	381	0	0	1560	1272	990	0	321	432	327	801	0	0	276	1416	168	1791	201	1299	1581	930	84	93	219	405	1662	1833	0	0	690	0	0	984	1221	213	675	495	0	0	336	264	1065	435	0	561	708	510	1944	582	645	108	0	0	1098	0	267	627	0	1611	0	288	0	0	0	924	0	0	0	336	636	0	0	0	444	453	0	720	348	1242	777	1311	1317	1041	354	159	918	1575	267	1431	0	0	0	0	1359	591	0	0	0	1173	1539	357	0	1701	0	609	0	0	0	1446	522	987	252	396	909	267	711	597	1776	1902	507	264	1257	321	1257	468	1560	834	0	0	0	780	1599	837	765	915	2004	354	1152	0	1107	663	0	519	915	1947	0	405	0	765	408	822	2268	948	1224	1359	864	504	0	402	417	0	0	0	273	1380	0	3936	228	402	597	813	1080	906	1044	1203	0	732	993	870	0	0	585	678	0	735	540	1437	0	0	1134	624	0	408	1242	0	618	1857	828	1248	411	744	1308	564	810	0	0	426	1335	681	1932	0	1716	1155	747	477	546	609	0	0	0	819	441	1635	621	393	630	0	837	0	633	0	0	1188	0	531	228	345	0	1149	0	1266	1386	165	0	363	141	0	945	1434	1059	321	0	0	252	0	0	0	1446	453	921	0	0	750	0	840	0	549	126	1071	0	0	1194	1194	0	0	1287	0	612	0	0	216	1977	609	1167	0	1581	1389	2049	396	0	693	222	819	0	0	1410	1395	1425	1188	0	0	0	360	0	222	0	0	207	930	351	2187	264	249	252	702	648	513	0	0	1647
FMN_104811_P004_WD10	0	531	399	0	108	0	342	1047	1458	792	0	456	663	0	2571	1131	0	2361	0	537	573	366	1266	0	0	1725	159	0	306	0	519	321	0	0	0	0	1494	147	495	378	789	0	1185	1215	0	1218	699	1830	873	0	558	429	297	0	687	732	228	621	0	0	510	327	0	336	1479	1272	990	0	321	345	327	804	0	0	414	1413	168	1791	309	1281	1731	891	0	93	219	225	1659	1833	0	0	405	0	0	978	1209	414	657	441	0	0	351	486	1173	399	0	474	768	447	1938	447	642	69	0	0	804	0	267	576	0	1353	816	0	0	0	0	939	0	0	0	390	651	681	471	0	0	321	0	813	402	1125	813	1308	1317	1038	354	0	918	1563	0	1215	0	0	0	0	1362	591	0	0	0	1053	1311	519	0	1521	0	243	0	0	0	1416	351	987	252	396	750	267	348	600	1776	1962	507	264	1356	342	1068	0	1503	1167	0	0	579	462	1599	846	999	1071	2160	354	906	0	1038	720	0	519	645	2013	0	486	441	705	591	1428	2262	948	1041	1329	891	660	0	0	414	0	0	0	453	1020	0	3084	0	0	597	837	1080	906	951	1197	0	720	1002	870	546	0	564	1053	0	729	561	1437	0	0	912	363	0	384	1173	0	618	1860	822	1503	429	753	1311	564	726	0	0	0	999	681	1977	0	1722	1875	747	342	558	600	0	0	186	909	0	1635	960	309	582	0	822	0	438	0	0	714	0	633	195	342	0	897	0	1119	1122	204	0	255	132	0	954	1395	588	0	0	0	210	0	0	0	1422	240	768	0	0	771	0	588	0	675	144	1062	0	0	1191	954	0	0	1233	0	711	0	0	0	1992	585	1176	0	1536	1389	2049	192	0	633	0	798	138	0	1410	1395	1407	1188	174	0	249	360	0	165	0	0	0	930	339	2184	267	423	372	834	648	0	0	0	1476
FMN_104811_P005_WA01	0	123	0	0	264	0	0	405	1455	744	0	0	267	0	1104	567	0	612	0	0	246	159	402	0	0	588	0	0	0	0	519	192	0	0	183	0	1371	0	468	180	480	0	498	1044	171	429	345	1284	69	0	183	171	255	0	243	0	0	429	0	0	141	180	0	0	411	837	474	0	0	0	0	444	0	0	258	1191	0	777	0	939	1056	786	0	0	219	0	1347	747	0	0	261	0	0	378	714	0	669	444	0	0	0	261	657	0	0	387	291	84	1056	189	582	69	0	0	408	0	0	282	0	669	408	288	0	0	0	237	0	0	0	159	0	0	0	0	0	0	0	369	189	0	651	1083	1164	636	207	0	909	1035	0	1212	0	0	0	0	1248	171	0	0	0	1035	612	0	0	1425	0	156	0	0	0	504	102	252	0	240	0	0	0	525	1152	801	198	156	693	0	345	0	1065	828	0	0	0	189	1446	504	522	0	510	213	0	0	567	522	0	465	525	1281	0	0	0	486	177	477	708	369	825	1359	327	0	0	0	201	0	0	0	0	681	0	2652	0	0	264	666	993	861	819	1158	0	546	966	870	0	0	450	732	0	0	264	1260	0	0	675	228	0	231	597	228	261	1713	801	636	0	288	1323	567	546	0	0	168	744	672	702	0	1707	993	609	186	0	243	0	0	0	687	0	945	438	138	585	0	660	0	120	0	0	708	0	171	0	0	0	492	141	336	783	111	0	201	0	0	555	822	132	0	0	0	96	0	0	0	393	0	735	0	0	489	0	225	0	0	0	366	0	0	567	642	0	0	879	0	459	180	0	138	1308	183	897	0	675	936	1863	120	0	126	0	0	0	0	1140	1395	456	723	0	0	0	0	0	0	0	0	0	810	339	1902	165	126	0	150	333	0	0	0	1086
FMN_104811_P005_WA03	0	369	624	0	468	0	0	1065	1458	813	0	423	477	0	2571	1062	0	2358	0	651	399	384	1137	0	0	1716	168	0	396	0	519	375	153	0	0	198	1494	177	573	354	579	1128	1542	1062	0	795	681	1017	888	0	336	300	297	0	687	0	228	513	0	0	807	381	0	0	1503	1755	990	0	201	336	0	795	0	0	339	1413	192	1746	318	1089	1446	930	0	93	219	444	1659	1833	0	0	405	0	0	981	1203	687	657	441	0	0	0	267	1200	432	0	498	837	516	1944	441	645	93	0	0	834	0	255	624	0	1164	816	288	0	0	0	975	0	0	186	381	651	525	480	0	0	453	0	633	297	1224	777	1305	1164	1032	354	0	909	1557	0	1215	0	0	0	0	1359	591	0	120	0	1032	1371	327	0	1614	0	297	0	0	0	1329	525	987	0	396	546	267	405	600	1305	1947	507	264	1371	342	960	183	1536	1167	0	0	147	465	1659	789	681	0	1650	354	1119	0	1110	624	0	519	873	1947	0	0	0	762	591	1434	2259	741	1098	1350	792	357	0	216	408	351	0	0	474	1020	0	3819	432	0	459	666	993	897	951	1197	0	705	1005	870	0	0	564	1050	0	702	561	1437	0	0	1080	363	0	345	876	0	678	1860	825	1446	345	672	1305	564	726	0	0	402	1149	681	2073	0	1719	1020	765	345	516	600	0	0	222	681	0	1635	621	360	843	0	840	0	501	0	0	1155	0	519	180	609	0	906	0	1188	1134	165	0	285	141	0	951	1434	1086	0	0	0	210	0	0	87	771	453	924	0	0	777	0	741	0	675	0	1071	0	0	1191	1017	0	0	1221	624	609	0	0	153	1971	603	1323	0	1587	1389	2049	381	0	531	0	699	0	0	1410	1395	1389	1188	174	0	0	360	0	0	0	0	207	930	339	2187	342	447	474	651	648	0	414	0	1551
FMN_104811_P005_WA04	0	420	0	0	468	0	0	1104	1458	807	0	0	642	0	2583	1176	0	2358	0	438	399	246	1251	0	0	1548	168	0	258	0	519	369	0	0	0	0	1494	213	510	366	765	1041	1542	1266	156	903	690	2007	702	0	291	1020	297	0	687	0	228	654	0	0	807	381	0	0	1386	1785	990	0	324	336	0	771	0	0	414	1413	168	1791	351	1296	1734	930	0	93	219	402	1659	1833	0	0	519	0	0	981	1122	681	657	441	0	0	0	495	1116	411	0	495	750	450	1944	441	645	117	0	0	879	0	267	453	0	1212	816	288	0	0	0	678	0	0	189	321	261	657	480	0	0	543	0	903	417	1248	777	1302	1317	996	351	0	918	1560	132	1263	0	0	0	0	1362	591	0	0	0	1032	1362	708	0	1686	0	315	0	0	0	1446	411	918	0	603	621	267	0	600	1791	1959	384	264	1350	342	951	183	1560	1164	0	0	594	486	1656	771	993	363	2160	354	945	0	1110	897	0	519	798	1998	0	0	0	759	543	1431	2262	747	1149	1359	792	414	0	216	417	147	0	0	486	1203	0	3702	258	297	570	813	1035	906	948	1197	0	723	1002	870	0	0	585	1053	0	711	540	1437	0	0	1023	363	0	378	1164	0	615	1857	822	1248	387	723	1305	564	699	0	0	195	1197	681	1743	0	1722	0	723	594	528	600	0	0	0	831	0	1635	621	0	843	0	837	0	450	0	0	1221	0	579	0	504	0	1068	0	672	1092	165	0	285	141	0	960	1434	642	0	0	0	252	0	0	0	990	504	924	0	0	756	0	876	0	666	0	1071	0	0	1191	933	0	312	1287	0	717	210	0	0	1971	504	1170	0	1581	1389	2049	273	0	600	0	711	0	0	1407	1395	1407	1188	528	0	0	360	0	0	0	0	0	1020	339	2196	264	423	351	678	648	0	0	0	1605
FMN_104811_P005_WA06	0	468	0	0	312	0	0	1173	1452	807	0	393	627	0	2592	1167	0	2358	0	501	318	345	1260	0	0	1380	168	0	0	0	519	231	0	0	0	0	1371	147	543	378	780	1128	1308	1134	0	879	684	1914	627	0	336	282	297	0	687	0	228	657	0	0	477	372	0	0	1410	1272	990	0	192	318	327	801	0	0	339	1413	0	1692	189	1287	1518	930	0	93	219	474	1659	1770	0	0	456	0	0	981	1065	399	657	441	0	0	0	267	1200	357	0	540	831	546	1941	339	645	90	0	0	978	0	267	618	0	1164	813	288	0	0	0	666	0	0	0	429	651	813	483	0	0	417	0	846	498	921	777	1305	1317	1032	354	0	918	1560	0	1203	0	0	0	0	1359	591	0	0	0	1032	1326	0	0	1686	0	387	0	0	0	1353	405	1026	0	357	1386	267	345	600	1644	1959	507	231	1332	342	1056	183	1503	1167	0	0	0	444	1635	840	744	699	2160	354	1152	0	1110	666	717	519	729	1989	0	333	456	759	591	1431	2259	744	1149	1359	774	459	0	291	417	345	0	0	459	1224	0	4047	258	252	594	504	993	906	981	1200	0	1005	996	870	0	0	585	1053	0	711	540	1437	0	0	1167	345	0	378	972	0	618	1857	957	1503	345	720	1305	564	699	0	0	420	1086	681	1950	0	1719	0	747	438	441	600	0	0	150	819	165	1632	636	402	624	0	810	177	579	0	0	1155	258	555	0	285	0	978	0	1176	1302	78	0	363	141	0	957	1434	885	0	0	0	252	0	0	0	1419	498	855	0	0	762	0	834	0	0	0	1071	0	0	1191	885	0	189	1281	0	579	162	0	153	1980	504	1293	0	1587	1389	2049	327	0	459	0	564	0	0	1410	1395	1407	1188	408	0	0	360	0	0	0	0	0	927	339	2178	264	423	0	819	648	459	273	0	1860
FMN_104811_P005_WA07	0	459	0	0	468	0	156	1050	909	783	0	0	624	0	2571	1044	0	2364	0	579	402	330	1260	0	0	1599	159	0	0	0	519	375	0	0	0	0	1494	0	675	222	750	0	1506	1314	0	936	684	1905	378	0	336	321	297	0	687	0	228	657	0	0	615	339	0	0	1368	1272	990	0	246	255	0	669	0	0	339	1413	192	1791	96	1086	1233	930	0	93	219	0	1659	1788	0	0	516	0	0	984	1209	399	660	441	0	0	0	480	1143	285	0	420	759	408	1923	393	642	192	0	0	804	0	267	555	0	1332	0	0	0	0	0	813	0	0	0	387	648	627	468	0	0	300	0	633	369	1089	744	816	1317	1038	354	0	900	1563	0	1215	0	0	0	0	1365	591	0	0	0	1167	1257	276	0	1521	0	297	0	0	0	1224	345	1002	261	573	453	267	345	600	1776	1959	402	0	693	342	660	0	1374	1173	0	0	0	489	1632	849	675	0	2055	354	1068	0	1110	783	0	519	732	1941	0	0	0	747	591	1431	1296	657	1164	1359	747	192	0	0	417	0	0	0	480	1350	0	3873	420	0	570	666	1080	906	1032	1197	0	645	1002	870	0	0	585	1047	0	729	414	1437	0	0	1155	279	0	378	1005	0	618	1857	801	1608	411	822	1305	657	699	0	0	231	999	681	1839	0	1722	0	675	375	528	600	0	0	222	681	0	1635	960	0	654	0	786	0	441	0	0	714	0	387	0	231	0	864	0	1332	1095	165	0	285	141	0	954	1416	495	0	0	0	180	0	0	0	546	306	924	0	0	759	0	762	0	408	0	1071	0	0	1191	789	0	0	1287	0	663	204	0	213	939	543	1323	0	1404	1383	2049	120	0	591	0	600	0	0	1407	1395	1428	1188	162	0	0	360	0	0	0	0	0	930	339	2199	264	423	402	429	648	504	0	0	1662
FMN_104811_P005_WA08	0	498	0	0	0	0	0	1125	1449	792	0	0	477	0	2580	1080	0	2361	0	534	423	0	1269	0	0	1371	156	0	0	0	519	249	0	0	0	0	1494	54	684	135	579	0	1185	1062	0	798	684	1881	378	0	270	282	297	0	687	0	270	513	0	0	675	381	0	0	1224	1272	990	0	459	321	0	840	0	0	282	1413	0	1788	0	1293	1296	930	0	93	219	0	1659	1833	0	0	492	0	0	1029	1161	414	660	441	0	0	0	267	1197	0	0	387	723	348	1917	393	642	66	0	0	840	0	0	0	0	1212	816	0	0	0	0	819	0	0	0	390	651	0	420	0	0	291	0	714	300	588	813	1293	1317	753	393	0	912	1563	0	1218	0	0	0	0	1362	591	0	0	0	1038	1335	279	0	1521	0	237	0	0	0	1428	348	825	0	357	693	267	0	600	1776	1959	507	0	1347	294	945	0	1503	834	0	0	0	513	1644	837	828	753	2211	354	792	0	1110	750	0	519	627	1953	0	0	0	762	540	1434	2262	600	1119	1347	630	0	0	0	408	0	0	0	414	1263	0	4023	228	0	411	666	1077	906	981	1197	0	705	996	870	0	0	585	1053	0	711	402	1437	0	0	1014	363	0	384	1017	0	618	1857	834	1503	354	756	1305	564	699	0	0	0	1203	681	1791	0	1722	375	747	441	528	600	0	0	144	678	0	1635	960	0	630	0	837	0	333	0	0	1212	0	0	0	345	0	921	0	885	1161	165	0	285	135	0	942	1434	681	0	0	0	0	0	0	0	924	444	702	0	0	744	0	720	0	0	0	1008	0	0	1191	915	0	0	1269	0	585	0	0	0	1965	546	1098	0	1578	1389	2049	0	0	231	0	270	0	0	1137	1395	1407	1188	0	0	0	360	0	0	0	0	0	930	339	2100	168	0	0	720	648	0	0	0	1302
