Species	6733	TC01G007130	6958	TC01G019250	6978	5264	5354	AT1G48520	AT3G02760	6363	TC03G023900	TC04G028160	5449	TC02G024400	NM_179236.3	5913	5513	TC02G003180	6631	AT5G64370	6274	6875	4691	4992	TC01G002420	5104	6860	4954	6882	5398	5123	5116	5335	AT5G50280	7371	6050	AT3G53700	7241	5347	5958	6148	6216	5463	6995	5434	AT3G10150	6557	5477	5865	6150	5454	7194	6641	AT3G54090	TC06G011670	6507	7363	NM_148067.4	5866	6620	5489	6130	6946	6532	5634	4951	6265	5772	AT3G04880	6705	6064	6420	6864	KT377094.1	AT5G40440	4471	AT5G08530	AT3G59040	6483	5064	6962	AT5G21070	TC05G022880	5426	AT3G46610	TC06G020780	6538	7324	6401	6531	6639	AT2G31240	5594	5427	4793	7577	6318	6785	6732	6282	AT4G39520	7336	AT5G57930	5464	6825	5469	5260	5644	7141	6098	TC04G026920	6969	AT1G02020	5933	5816	5554	AT4G00740	6487	6636	TC03G001430	TC04G030670	4802	TC01G040040	AT4G33945	TC09G007890	TC01G019030	5919	6913	4724	TC09G034320	AT3G54690	6139	5090	TC03G010340	TC05G008010	6379	5926	7602	6533	5220	6570	6565	6601	5821	7333	5842	TC08G013000	5536	7583	AT2G33630	TC05G005750	6492	TC07G000920	5716	6459	7028	5980	6320	AT5G02860	6048	6270	5339	5977	6366	5326	6909	AT2G35790	5318	4942	TC00G083870	KT377070.1	5343	5355	AT3G26782	AT5G13400	TC05G024510	5815	5406	TC01G005310	TC04G015820	5941	AJ133743.1	6859	5664	5273	5770	5614	TC01G033670	4848	TC04G030490	AT1G65380	4889	6848	6540	7325	6407	TC00G047210	TC06G006880	6412	5942	TC09G025650	5945	6977	5859	6439	6056	AT3G56460	TC09G026260	6175	7135	TC07G011130	5791	TC02G006310	6933	7273	AT1G17160	6791	6448	6506	TC02G009310	5162	6563	5936	4890	6792	AT5G13630	TC03G028600	6041	6924	6227	6238	NM_113708.2	7111	6979	5857	6854	6198	6378	5849	5188	6955	KT377086.1	5596	5328	5163	5660	7136	6782	5531	6072	6393	6780	TC02G004290	5949	5599	AT4G15420	6552	5910	6387	4796	6034	6221	TC01G021540	6947	AT1G52310	NM_124699.3	6883	6460	5296	6679	AT5G13030	7296	6914	5333	5870	6779	5032	6488	7572	5841	TC03G025580	5271	6110	TC04G019470	7367	6450	5656	KT377078.1	TC05G029300	6865	6430	5893	7128	5639	7024	6954	TC05G027690	TC03G012430	4806	7279	AT2G35130	TC09G017950	5918	TC09G004790	6667	5699	TC09G010970	6447	6398	6457	NM_001198514.1	4932	6226	5990	AT5G23940	5802	6893	TC06G016050	6051	TC09G009480	6284	6406	TC01G032610	6405	7331	KT377126.1	AT5G13520	TC02G026940	6550	7174	TC03G002530	5460	AT3G56940	6494	6036	5981	6114	5703	6299	5968	4757	5421	5940	5843	5206	5177	TC02G023190	5578	6004	5960	6544	AT3G24190	TC05G003200	6527	TC07G000500	6000	5034	TC09G026350	5366	7021	5702	AT1G63680	5733	KT377102.1	7628	AT2G01650	6713	KT377118.1	6383	AT5G55960	5138	AT4G38890	6164	7029	5348	4744	5428	6119	6500	6528	6797
FMN_104807_P003_WB08	0	2251	948	2281	817	3506	0	1728	4457	600	1589	1916	2218	2272	6785	954	1225	2230	0	2487	0	2663	1058	1467	2279	0	946	2472	0	2334	0	2138	1194	3052	0	854	2389	0	1151	873	836	687	1495	0	1762	1764	0	3693	0	0	2155	0	1032	2188	1926	0	0	2221	0	0	368	1320	0	1019	0	0	0	0	1530	1214	0	1682	0	1771	2818	1470	2751	2936	0	0	1019	2132	1536	1925	2623	1944	0	1479	0	1877	977	2553	612	771	0	0	0	740	0	1057	1985	1023	3365	1203	0	1616	0	1344	0	2299	1589	0	2773	1000	593	1287	2757	3597	0	2218	2490	1240	2193	2117	2250	1438	1490	3263	1516	2380	2322	1736	1595	1481	2775	0	1932	907	1157	1406	1845	0	0	0	1125	0	2348	0	0	2867	1985	1338	1591	3734	1582	700	1640	1225	2516	0	0	1278	0	0	2214	1417	1655	2640	1578	3416	1910	1149	0	2607	3069	2399	1814	5185	2326	3038	655	2026	982	1387	1382	0	981	2203	1695	1809	2304	0	996	0	0	0	0	2345	0	1489	1573	1922	545	1806	1383	1028	2371	1661	2419	1291	1620	1358	1624	0	0	1876	0	1001	702	1888	1080	1739	2208	0	1380	5181	1775	2153	0	2150	1314	1771	0	1380	871	1757	0	790	2148	0	833	2003	2836	1338	1130	0	2546	1026	1083	0	0	0	1747	0	0	2967	0	881	1098	0	0	1296	2094	0	3285	1428	1754	1429	0	612	3013	0	1146	0	1274	0	0	0	1253	2774	2737	0	831	1863	0	538	0	1737	3259	2600	567	707	2030	1719	618	600	2071	2386	0	0	3480	2799	0	1724	1931	1075	1719	977	2404	0	4688	2432	789	777	2070	1033	0	1488	1656	2853	3786	0	1432	0	683	2291	2743	2420	1158	0	2126	0	1970	2166	2959	803	0	0	0	428	1286	731	0	0	1667	0	3074	575	1126	0	4086	2858	1583	2769	2179	2018	0	1827	1052	1205	1418	3145	0	1626	0	2487	0	2197	0	2595	791	2498	1066	480	0	0	0	3787	2567	1459	1068
FMN_104807_P003_WB10	0	2320	1148	2379	0	4266	0	1782	4502	786	1501	2020	1987	2541	7159	1059	1325	2410	0	2807	487	2721	1155	1835	2324	0	1200	2506	0	2176	0	2131	1004	3110	0	1103	2434	0	1045	1177	1181	1099	1408	0	1738	3038	0	3637	0	0	2448	0	1127	2681	1843	0	0	2171	0	944	541	1068	0	1112	0	0	0	0	1831	1088	0	1837	0	2127	2794	1340	2607	2763	577	0	876	2027	1296	2109	2584	1040	0	1648	0	1762	1015	2752	905	712	0	0	0	564	0	864	2215	0	3515	600	430	1850	0	1366	0	2686	1554	0	2862	1311	0	1509	3079	3341	0	1941	2445	1805	2472	2474	2401	1449	1689	3396	1513	2615	2288	1971	2702	1614	3023	0	1487	985	1134	1417	1715	0	600	0	1287	616	2192	0	0	2551	1931	1397	1554	3764	1777	687	1835	1923	2905	0	0	1365	0	0	2520	1533	1559	2635	1801	3530	1898	1568	0	2512	3039	2668	2551	4868	2178	2960	1034	2106	1137	1525	1393	0	1762	2122	2260	1933	2478	0	1012	0	0	0	0	2367	0	1345	1722	2399	704	1938	1345	1768	2080	1919	2485	1388	1517	1707	1780	716	522	2072	0	1183	0	1754	1140	1801	2215	0	1395	5197	2018	2070	0	2310	661	1575	0	1554	1011	1979	0	799	2165	919	1094	2308	2723	1678	1077	0	3097	1448	1353	0	0	0	2147	876	0	2926	0	1812	1047	0	0	1246	2754	0	2793	1617	1803	1430	0	552	3300	0	1212	0	1461	0	0	999	1327	2722	2554	0	925	1651	0	746	0	1666	2861	3279	606	947	2152	1503	769	1033	2040	2378	0	0	3342	2785	405	1697	2016	1005	1556	586	2522	0	4725	2290	1021	837	2422	808	0	1545	1950	3008	3720	0	1420	980	889	2061	2891	2545	1296	712	1962	0	2003	2221	3184	0	0	0	0	576	1534	957	824	0	1712	0	3048	1087	1418	0	5517	2892	1771	2721	2087	1859	0	1897	1021	1100	1434	3115	0	1723	0	2536	0	2265	0	2717	504	2634	641	1027	0	0	0	3524	2562	1245	1021
FMN_104807_P003_WC01	0	2041	509	2176	684	3754	0	1540	4326	610	1417	1757	1322	1898	6155	898	941	1770	0	2185	421	2391	703	1135	1621	0	598	2061	0	2183	0	1410	812	2764	0	873	1889	0	859	789	925	635	1034	0	1492	2984	0	3363	0	0	1854	0	750	2332	1693	0	0	1985	0	753	0	747	0	753	0	0	0	0	1302	867	0	1594	0	1155	2399	1148	2461	2709	382	0	867	1666	1125	1990	2381	1438	0	1299	0	1484	587	2165	552	528	0	0	0	462	0	1261	1725	653	2870	1309	469	1853	0	1062	0	2170	1331	0	2343	1056	496	1218	2550	3084	0	1505	2302	1124	1690	1977	2144	1243	1021	2630	1342	2400	2034	1898	1399	1302	2634	0	963	531	1205	959	1383	0	493	0	1016	0	1904	0	0	2643	1574	1184	1599	3004	803	527	1513	294	1711	0	0	950	0	0	2043	1398	1354	1889	960	3183	1576	1015	0	2195	2756	2210	2031	4650	1643	2647	360	1590	647	1096	1221	0	1176	1712	2004	1770	2000	0	787	0	0	0	318	2117	0	1091	1348	1895	538	1549	1108	679	2135	1594	2233	1095	1405	1518	1473	0	543	1637	0	770	655	1564	1144	1312	1754	0	1241	4802	1594	2436	0	1836	1225	1278	0	1060	683	1556	0	1106	1651	560	637	1730	2570	924	860	0	2172	765	579	0	0	0	1446	438	417	2638	0	698	770	0	0	1023	2022	0	2905	1194	1280	1268	0	588	3153	0	1262	0	1484	0	0	694	1134	2382	2318	0	663	1459	0	809	0	1319	2840	2267	451	551	1943	1169	617	524	1724	2224	0	0	3004	2608	451	1488	2110	795	1535	423	2063	0	4506	1845	584	371	1741	579	0	1199	1776	2504	3485	0	1305	447	835	1795	2494	2230	836	0	2868	0	1675	2333	2729	0	0	0	0	1021	1111	395	587	0	931	0	2635	710	925	0	3951	2617	1245	2107	1573	1700	665	1825	702	753	878	2717	0	1435	0	2184	0	1826	0	2403	610	2061	797	373	0	0	413	3120	2245	899	766
FMN_104807_P003_WC03	0	1809	543	2111	496	3401	0	1367	4196	0	1391	1609	1429	1976	6264	732	981	1841	0	2126	516	2144	786	1406	1760	0	431	2023	0	2691	0	1359	563	2825	0	651	1974	0	853	836	287	609	1327	0	1500	2767	0	3198	0	0	1651	0	965	2076	1674	0	0	1828	0	595	280	667	0	975	0	0	275	0	1522	757	0	973	0	1285	2290	1061	2352	2681	344	0	693	1492	1216	1874	2017	1342	0	1124	0	1436	634	2098	413	567	0	0	0	673	0	599	1757	785	2686	521	0	1681	0	1183	0	1990	1249	0	2316	914	419	1159	2557	2875	0	1512	2364	1507	1747	2004	2101	1262	1145	2628	1146	2374	1915	1517	1332	1314	2571	0	869	756	754	1007	1377	0	417	0	1041	0	1928	0	0	2493	1530	998	1410	2591	699	472	1345	1171	1931	0	0	817	0	0	2179	1189	1239	1866	894	2946	1461	879	0	2295	2584	2263	1539	4555	2216	2644	451	1496	621	998	1037	0	510	1727	1167	1348	1693	0	571	0	0	0	0	1948	0	805	1262	1895	0	1313	916	572	1928	1314	2171	1020	1013	1072	1316	0	0	1618	0	735	0	1399	926	1299	1923	0	981	4553	1549	2461	0	1885	443	975	0	918	673	1909	0	656	1684	0	678	1530	2619	989	924	0	2228	946	652	0	0	0	1199	575	0	2532	0	717	596	0	0	910	1701	0	2761	1176	1352	1314	0	407	2926	0	958	0	1428	0	0	576	1002	2225	2003	0	644	1320	0	533	0	1424	2880	2321	431	589	1559	974	481	514	1892	1892	0	0	2773	2617	432	1448	1380	786	1305	482	1943	0	4403	1916	564	412	1676	579	0	1155	1419	2384	2960	0	1344	0	805	1610	2566	2108	737	0	2897	0	1758	1853	2746	400	0	0	0	348	1147	581	0	0	909	0	2551	548	908	0	3492	2402	1119	1779	1678	1735	0	1474	587	867	882	2657	0	1461	0	2226	0	1691	0	2206	585	2730	632	451	0	0	0	3019	1979	892	425
FMN_104811_P001_WB07	0	1812	0	2112	428	3910	0	1285	4172	0	1448	1374	1997	1648	6525	0	846	1684	0	1972	0	2194	0	1211	1818	0	1201	1765	0	2213	650	831	0	2802	0	0	1726	0	719	852	389	611	1086	0	1421	1656	0	3030	1420	541	1504	0	905	1993	1878	0	0	1543	0	775	0	381	0	628	0	0	0	0	1541	693	0	847	0	1106	2256	628	2057	1782	0	0	733	1081	971	1780	2206	731	0	914	0	1458	823	2141	542	520	600	0	521	0	0	0	1754	0	2193	0	357	1234	0	1036	0	2100	1507	0	2483	1005	0	1013	2516	3377	0	1120	1864	1622	1416	1870	2235	1099	1300	2278	1129	2004	1860	1513	783	1369	2487	0	1226	461	1262	919	1272	0	0	615	918	0	1903	0	0	2244	1607	1082	1452	2373	1005	451	1424	905	1791	0	0	952	0	0	1783	1370	1059	793	1579	2781	1205	1194	0	1924	2429	1930	1354	4371	1649	2243	2019	1470	0	1324	777	0	0	1499	1206	1506	1839	0	798	0	0	0	0	1895	483	1023	1010	1680	0	1335	1028	1102	2069	1036	2034	1083	1283	984	1341	0	0	1633	0	0	0	1033	979	1330	2049	0	1300	4202	1608	2023	737	1772	0	1154	0	1159	739	937	0	701	1374	491	566	1543	2774	796	1351	700	1877	850	536	0	0	0	1518	0	0	2652	0	685	626	0	0	660	955	0	2759	923	1503	1222	0	675	2938	0	807	0	1014	0	0	897	1027	2114	2232	728	621	1210	0	579	710	1232	2641	2319	0	686	1526	1317	0	1204	1805	1736	0	0	2446	2340	0	1355	1358	1090	1231	0	2372	0	4359	1934	314	717	1526	724	0	1339	1717	2498	2884	0	567	0	0	1727	2670	1777	774	0	1882	0	1421	1001	2193	0	0	0	0	0	0	760	0	0	1508	0	2174	544	1049	0	3765	2393	1325	2154	1650	1409	0	1684	645	745	877	2550	0	759	0	2057	0	1718	0	2149	0	2328	897	676	0	0	0	3094	1558	1024	0
FMN_104811_P001_WG11	0	1942	761	2351	707	4321	0	1251	4092	274	1090	1575	2217	2815	6078	488	642	1498	0	1898	0	2259	477	916	1535	0	528	1902	0	1764	0	1618	572	3008	0	0	1928	547	690	966	0	0	1083	0	1354	1772	0	2880	0	0	1523	0	863	2332	1648	0	0	1536	0	510	0	700	0	885	0	0	0	535	1620	512	0	1337	0	1353	2470	609	2364	2489	643	0	624	1486	1126	1259	2246	544	0	942	0	1146	318	2548	895	536	0	0	0	0	0	1352	1255	0	2295	0	437	1707	0	1134	0	1724	823	0	2476	2039	0	1088	1951	2085	0	1396	2003	1078	1304	1585	2085	1344	937	2483	1223	2309	2003	1516	1622	1154	4907	0	582	756	284	830	1252	0	0	0	1006	593	1943	0	0	2359	2397	998	1297	1925	1294	470	1240	323	1948	0	0	637	0	0	1919	881	1010	1570	1462	2924	1730	960	0	2188	2668	2342	1050	4555	1481	2677	498	2112	568	393	477	0	0	1934	1670	1447	1760	0	494	0	501	0	1368	1674	0	1003	1193	1249	0	1711	1242	419	1719	1247	2151	635	1076	901	1181	0	372	1540	0	505	778	1389	817	1158	2106	0	1080	4782	1808	1596	539	1812	761	1271	0	884	578	688	0	295	1050	1354	727	1271	2036	1034	797	642	2127	923	671	0	0	0	1464	662	0	2521	0	1542	1024	0	0	586	590	0	2752	942	1268	1102	0	0	2850	0	1436	0	429	0	0	375	954	1281	1970	0	723	1153	0	0	0	1065	2775	1381	0	787	1274	1106	0	0	1279	2045	0	0	2563	2566	0	1127	1219	934	1199	0	2032	0	4437	1722	496	566	1774	468	0	1217	1775	2572	2245	0	947	0	0	1526	2353	2068	644	0	1568	420	1364	1258	2401	0	0	0	0	602	455	560	0	0	1369	0	2786	711	907	0	3736	2418	1054	1226	1622	861	0	1633	497	489	842	2632	0	1378	0	2384	0	1679	0	2304	0	2259	776	1018	0	0	0	2579	1117	812	0
FMN_104811_P003_WA09	0	2021	825	2450	808	4155	0	1338	4486	878	1636	1997	2176	2412	6612	877	1531	2240	0	2245	571	2494	431	1419	2178	0	624	2403	0	2551	598	1444	356	3107	0	609	2431	0	782	1040	719	750	1465	0	1836	3039	0	3294	1187	0	1509	0	1034	2411	2059	0	0	1950	0	734	0	0	0	1025	0	0	0	0	1670	897	0	1314	0	1778	2797	1299	2382	3376	0	0	656	2109	1468	1949	2402	1157	0	1519	0	1595	747	2609	994	846	0	0	0	414	0	805	1758	0	3156	0	553	1913	0	1249	0	2561	1553	0	2712	1347	0	1462	2972	3361	0	1714	2487	1448	2131	3511	2305	1277	1480	2904	1494	2538	2097	2027	1827	1859	2921	0	788	1183	1208	998	1583	0	0	0	1108	435	2106	0	0	2835	1685	1382	1525	3720	1174	1021	1795	550	2932	0	0	1514	0	0	2619	1551	1562	1791	1606	3044	1927	1410	0	2459	2923	2575	1944	5136	2055	2838	875	1577	0	950	1191	0	0	2182	1930	1848	2099	0	1146	0	0	0	0	2105	0	1238	1497	1897	0	1188	878	886	2228	1944	2529	1445	1347	965	1569	0	0	1985	0	838	0	1556	997	1657	2190	0	1326	4745	2041	2537	734	1936	1086	1581	0	0	631	1381	0	888	2240	0	868	1810	2976	1219	1450	928	2630	1101	1038	0	0	0	1512	0	0	2833	0	1316	0	0	0	0	1810	0	3177	1178	1119	1937	0	548	3104	0	1070	0	1756	759	0	0	1180	1352	2468	0	669	1407	0	0	848	1922	3218	2595	0	644	2191	1304	0	0	2000	2413	0	0	3106	2338	0	1812	2301	1375	1603	0	2055	0	4442	1997	554	651	1871	1006	0	1518	1613	2472	3068	0	1040	0	0	2243	2426	2276	976	0	1897	0	2005	2275	3062	0	0	0	0	636	897	944	0	0	1297	0	2729	0	1198	0	4784	2802	1340	2667	2029	1354	0	2209	962	1123	1076	2976	0	1419	0	2391	0	1900	0	2461	0	2804	734	604	0	0	0	3267	2513	1290	895
FMN_104811_P004_WD10	0	2366	1018	2421	1108	4341	0	1498	4382	0	2245	1916	2212	2333	6531	610	801	1977	0	2100	0	2652	971	1063	1997	0	565	2426	0	2993	0	1855	821	3528	0	546	2470	0	979	1450	1053	585	1266	0	1740	3431	0	3691	0	0	2180	0	1212	2749	1808	0	0	2072	0	915	0	0	0	774	0	0	0	0	2109	1170	0	1314	0	1550	2883	1234	2517	2633	0	0	640	1504	1522	1740	2877	2289	0	1127	368	1800	0	2561	1203	0	0	0	0	0	0	738	1816	1279	3291	0	637	1620	0	1256	0	2101	1754	0	3449	1351	0	1358	3400	3417	0	2190	2624	1242	1835	2895	2330	1591	1387	2943	1257	2491	2364	1658	2181	1533	2781	0	1917	1201	1239	1178	1703	0	0	0	1306	0	2524	0	0	2786	1972	1294	1620	2552	1555	0	1355	0	2965	0	0	1088	0	0	2358	1322	1572	2189	892	3389	2149	1458	0	2700	3188	2977	1540	5230	1924	2915	967	2189	674	915	982	0	0	2126	2937	2088	2064	0	956	0	0	0	0	2382	0	1483	1749	1444	0	2236	1276	711	2055	1719	2406	1523	1463	1129	1418	0	0	1982	0	1042	0	1608	1416	1503	2271	0	1359	5556	1671	1875	0	2091	1580	1661	0	1245	0	1255	0	0	979	495	1006	1551	2832	1315	793	0	2670	1133	1215	0	0	0	2387	0	409	3207	0	1141	1168	0	0	915	1573	0	3484	1386	1681	1213	0	0	3886	0	987	0	1887	0	0	0	1276	3016	2575	0	930	1633	0	1183	0	1564	3197	2236	0	1030	2049	1181	0	0	1560	2352	0	0	3276	2680	0	1649	1645	1326	1394	0	2346	0	4339	1938	657	0	2330	845	0	1642	2372	2728	3515	0	1569	0	760	2188	2889	3003	790	0	2149	0	1770	2231	3136	0	0	0	637	0	594	525	0	0	1711	0	2888	0	1179	0	3504	2885	1699	2549	1953	1613	0	1686	750	853	730	2861	0	1673	0	2587	0	2405	0	2721	0	2450	1150	0	0	0	1053	3136	2526	1334	0
FMN_104811_P005_WA01	0	1703	0	2229	0	2898	0	807	4267	936	1117	1514	812	1550	5644	0	656	1368	0	2298	0	2222	0	916	1639	0	491	1796	0	1842	0	806	0	2288	0	0	1552	0	507	0	0	0	719	0	1090	1532	0	1829	0	0	1401	0	539	1554	885	0	0	913	0	0	0	0	0	454	0	0	0	0	1172	0	0	699	0	755	1642	506	1842	2246	0	0	0	1362	655	1551	1534	1060	0	500	0	561	0	1668	0	0	0	0	0	0	0	487	1715	0	1701	383	0	526	0	744	0	2052	0	0	2612	0	0	481	2015	1540	0	1045	1725	430	1053	1138	1196	672	914	2006	790	2225	1785	1544	628	1403	2150	0	498	0	1142	522	876	0	0	0	811	0	1935	0	0	2786	652	0	1121	1155	492	0	948	0	1468	0	0	557	0	0	1076	836	1062	0	0	2502	495	0	0	2325	2467	2199	684	3846	1137	2172	0	1244	0	0	0	0	0	1353	995	1113	1350	0	562	0	0	0	0	1493	0	747	864	1277	0	598	0	0	1658	946	1648	451	925	0	1064	0	0	933	0	425	0	531	0	1012	1685	0	653	4680	1215	1069	351	1118	0	511	0	441	483	726	0	0	572	0	0	1334	2062	830	533	0	0	0	0	0	0	0	1397	0	0	2349	0	0	0	0	0	0	547	0	2423	0	463	673	0	0	2219	0	541	0	625	409	0	0	733	524	1621	0	0	917	0	0	0	578	2089	1568	0	520	0	602	0	0	1135	1539	0	0	2545	2056	0	927	820	389	697	0	1281	0	4223	1633	0	0	1389	0	0	1144	1528	1039	2408	0	884	0	0	1238	2426	1623	0	0	1149	0	1085	1356	2111	0	0	0	0	0	0	0	0	0	600	0	2133	521	746	0	1848	2346	675	608	1388	0	0	912	564	336	0	2257	0	519	0	1794	0	981	0	2023	373	2339	0	616	0	0	0	1599	0	497	0
FMN_104811_P005_WA03	0	2130	977	2443	0	4253	0	1858	4652	0	1423	1915	2311	2275	6432	612	1089	1469	0	2279	0	2569	838	1520	1603	0	1357	2211	0	2309	0	1672	1203	2989	0	0	2435	689	859	1111	0	0	1220	0	1662	3049	0	3403	836	0	1955	0	1032	2164	2197	0	0	1949	0	1114	0	830	0	1043	589	0	0	0	1748	962	0	1448	0	1574	3055	1226	2634	2773	0	0	0	1706	1299	1891	2367	1308	0	1127	0	1739	0	2614	1249	0	0	0	1280	0	0	1619	1834	0	2564	0	408	1634	0	1025	0	2106	1285	0	3594	1126	1035	1581	3771	3485	0	1926	2478	1533	2279	2525	2465	1764	1340	4258	1589	2401	2047	1654	1679	1757	2768	0	1204	1620	1105	931	1350	0	0	0	1220	0	2366	0	0	2713	1848	1190	1687	3571	1270	493	1288	1157	3808	0	0	1060	0	0	2346	1612	1339	1189	2118	3364	1783	1461	0	2343	2527	2566	1371	5639	2264	2953	1600	1804	1128	1244	1058	0	0	2234	1108	1379	1814	0	982	0	0	0	1909	2046	0	1248	1666	1239	0	1983	1202	923	1945	1816	2560	1135	1529	1554	1453	0	0	1717	0	819	739	1457	0	1256	2316	0	1181	4859	2673	1981	726	2184	0	1817	0	1233	603	1046	0	0	1868	704	0	1431	2832	1355	890	0	2479	774	954	0	0	0	1682	0	0	2967	0	1505	899	0	0	1147	1514	0	3208	2289	1380	1706	0	0	2964	0	2020	0	1292	0	0	0	1492	2743	3006	0	935	1515	0	671	0	1939	2957	2730	0	901	2159	1017	0	0	1504	2102	0	0	3142	2676	0	1793	1699	1310	1574	0	2004	439	4528	2047	699	719	2539	782	0	1345	1961	2785	3479	0	1122	0	833	1604	2742	2139	944	0	2336	526	1793	2279	2914	0	0	0	0	0	1293	720	0	0	1362	0	2887	0	1211	0	4141	2850	1396	1777	1929	2134	0	1701	756	1038	1146	3430	0	1449	0	2326	0	1780	0	2330	0	2576	0	526	0	0	0	2944	2090	830	0
FMN_104811_P005_WA04	0	2052	1595	2239	0	3764	0	1972	4453	0	1632	1677	2228	2309	6902	0	758	1968	0	2381	0	2891	1038	1221	2187	0	1657	2294	0	2467	0	2657	1049	3001	0	0	2193	0	908	948	0	0	1773	0	1670	3297	0	3549	925	0	2011	0	756	2473	1871	0	0	2249	0	788	0	701	0	1357	0	0	0	0	1663	1165	0	1351	0	1589	2872	911	2595	2755	0	0	0	1439	1592	1854	2765	0	0	1666	0	1345	0	2496	548	696	0	0	0	0	0	1609	2071	0	2645	0	0	1987	0	1019	0	1927	2348	0	5459	1089	0	1169	3163	3336	0	1834	2341	1467	2420	2359	2642	1580	1397	3173	1239	2762	2058	1704	1637	1468	5688	0	1904	1276	1212	704	1691	0	853	0	1479	0	2413	0	0	2810	1788	1122	2046	3177	1701	520	1273	869	2430	0	0	1259	0	0	2345	1325	1660	2297	2091	3498	1715	1365	0	2386	2774	2764	1741	5107	2096	3022	642	1815	887	0	882	0	0	2131	1715	1876	2006	0	0	0	0	0	1842	2130	0	1481	1521	1554	0	2185	1240	868	2016	1599	2341	1156	1519	1318	1808	0	0	2279	0	851	596	1813	598	1726	1724	0	863	4797	2032	1839	442	1778	0	1905	0	1251	466	1687	0	0	1476	1855	0	2045	2975	1339	919	0	2126	686	1016	0	0	0	2452	0	0	3230	0	0	941	0	0	1060	1926	0	3143	1161	1602	1237	0	0	3314	0	862	0	1479	432	0	0	1343	2279	2280	0	706	1495	0	1065	586	1842	3037	1758	0	954	2134	1275	0	0	1660	2273	0	0	3321	2896	0	1198	1649	1123	1690	0	1952	0	4627	2043	499	0	2170	989	0	1548	1915	2870	3739	0	1463	0	0	1752	2815	2357	827	0	1761	0	1654	2357	2997	0	0	0	0	0	1194	853	0	0	1619	0	3011	706	1251	0	4424	3131	1299	2055	2203	1540	0	2178	943	964	1391	3182	0	1505	0	2446	0	2017	0	2427	0	3560	0	0	0	0	0	3564	1843	1163	0
FMN_104811_P005_WA06	0	2134	0	2553	582	4011	0	1492	4179	0	1775	1713	2064	2885	6692	578	1026	1907	0	2425	0	2572	0	1241	1911	0	694	2020	0	2598	0	1753	1465	3150	0	0	2198	947	784	895	0	0	1096	0	1438	3263	0	3962	714	0	1980	0	941	2471	1994	0	0	2066	0	740	0	889	0	1158	0	0	0	0	1666	1119	0	1296	0	2264	2533	1231	2596	2835	0	0	0	1652	1443	1701	2806	0	0	1215	0	1603	442	2422	977	760	0	0	0	0	0	1618	2162	1012	2692	0	0	1617	0	995	0	2076	1365	0	2708	1100	0	1376	3176	3050	0	1693	2246	1383	1958	2506	2429	1715	1164	2907	1113	2563	2494	1758	2056	2410	2748	0	1126	0	1016	860	1402	0	889	0	1519	0	2144	0	0	2691	1989	1065	1793	3256	2165	755	1511	868	2110	0	0	844	0	0	1897	1528	1019	1518	1885	3453	1548	1510	0	2233	2827	2759	2180	4997	2079	3089	1160	2069	0	0	1056	0	0	1964	2033	1832	1607	0	757	0	0	0	1874	2178	493	1316	1437	1433	0	1696	1148	730	1894	1536	2298	1304	1315	1159	1738	0	703	1868	0	397	0	1577	1044	1589	1914	0	1276	5008	2164	1781	1025	2069	0	1559	0	1019	559	1671	0	0	1982	1500	941	3090	2723	1065	846	784	2900	650	1035	0	0	0	2082	0	0	3041	0	1831	1085	0	0	1015	1724	0	3064	1180	1443	1351	0	0	2982	0	753	0	1442	0	0	0	1282	2795	2218	0	786	1545	0	0	0	1765	3048	2543	0	802	1824	1299	0	0	1663	2261	0	0	3353	2663	0	1501	1805	968	1591	0	2433	0	4423	1969	0	0	2368	712	0	1636	2020	2813	3735	0	1326	0	645	1904	2335	2599	957	0	1912	0	1624	2018	3183	0	0	0	0	0	987	793	1047	0	1014	0	2757	684	1303	0	4266	2772	1509	1676	2366	1270	0	1802	1115	1308	1134	3082	0	1360	0	2344	0	1846	0	2449	0	2556	0	705	0	0	0	3212	2233	1119	0
